0.5429	1.0000	1.2714		!Normalized Load Flow Rate				
0.5429	1.0000	1.2714		!Normalized Source Flow Rate			
7.2222	12.0000	18.3333	23.8889	!Entering Load Temperatures			
10.0000	15.5556	21.1111	26.6667	32.2222	37.7778	43.3333	48.8889 !Entering Source Temperatures
0.9043	0.7176				!Normalized Capacity and Normalized Power at 10.0 C (T_Source_In), 7.22 C (T_Load_In), 0.5429 (Normalized Source Flow), and 0.5429 (Normalized Load Flow)		
0.8612	0.8092				!Normalized Capacity and Normalized Power at 15.56 C (T_Source_In), 7.22 C (T_Load_In), 0.5429 (Normalized Source Flow), and 0.5429 (Normalized Load Flow)		
0.8325	0.9160				!Normalized Capacity and Normalized Power at 21.1 C (T_Source_In), 7.22 C (T_Load_In), 0.5429 (Normalized Source Flow), and 0.5429 (Normalized Load Flow)		
0.8086	1.0382				!Normalized Capacity and Normalized Power at 26.67 C (T_Source_In), 7.22 C (T_Load_In), 0.5429 (Normalized Source Flow), and 0.5429 (Normalized Load Flow)		
0.7943	1.1832				!Normalized Capacity and Normalized Power at 32.2 C (T_Source_In), 7.22 C (T_Load_In), 0.5429 (Normalized Source Flow), and 0.5429 (Normalized Load Flow)		
0.7799	1.3511				!Normalized Capacity and Normalized Power at 37.78 C (T_Source_In), 7.22 C (T_Load_In), 0.5429 (Normalized Source Flow), and 0.5429 (Normalized Load Flow)		
0.7703	1.5344					
0.7608	1.7328						
0.9952	0.7328				!Normalized Capacity and Normalized Power at 10.0 C (T_Source_In), 12.00 C (T_Load_In), 0.5429 (Normalized Source Flow), and 0.5429 (Normalized Load Flow)		
0.9474	0.8168						
0.9187	0.9237						
0.8947	1.0534						
0.8804	1.1985
0.8660	1.3588
0.8565	1.5420
0.8517	1.7481
1.1100	0.7405				!Normalized Capacity and Normalized Power at 10.0 C (T_Source_In), 18.33 C (T_Load_In), 0.5429 (Normalized Source Flow), and 0.5429 (Normalized Load Flow)
1.0670	0.8321
1.0335	0.9389
1.0144	1.0687
0.9952	1.2137
0.9856	1.3740
0.9761	1.5573
0.9665	1.7557
1.2105	0.7557
1.1675	0.8397
1.1388	0.9542
1.1148	1.0763
1.1005	1.2214
1.0861	1.3893
1.0766	1.5649
1.0670	1.7710
0.9187	0.6718
0.8708	0.7557
0.8421	0.8550
0.8182	0.9695
0.8038	1.1069
0.7895	1.2595
0.7799	1.4275
0.7703	1.6183
1.0048	0.6794
0.9617	0.7634
0.9282	0.8626
0.9091	0.9847
0.8900	1.1221
0.8804	1.2748
0.8660	1.4427
0.8612	1.6260
1.1244	0.6947
1.0766	0.7786
1.0478	0.8779
1.0239	0.9924
1.0096	1.1298
0.9952	1.2824
0.9856	1.4504
0.9761	1.6412
1.2249	0.7023
1.1818	0.7863
1.1531	0.8855
1.1292	1.0076
1.1100	1.1374
1.1005	1.2901
1.0909	1.4656
1.0813	1.6489
0.9234	0.6565
0.8756	0.7405
0.8469	0.8397
0.8230	0.9542
0.8086	1.0840
0.7943	1.2366
0.7847	1.4046
0.7751	1.5878
1.0144	0.6641
0.9665	0.7481
0.9378	0.8473
0.9139	0.9618
0.8995	1.0992
0.8852	1.2443
0.8756	1.4122
0.8660	1.5954
1.1292	0.6794
1.0861	0.7634
1.0526	0.8626
1.0335	0.9771
1.0144	1.1069
1.0048	1.2595
0.9952	1.4275
0.9856	1.6107
1.2344	0.6870
1.1914	0.7710
1.1579	0.8702
1.1388	0.9847
1.1196	1.1221
1.1053	1.2672
1.0957	1.4351
1.0909	1.6183
0.9952	0.7328
0.9474	0.8244
0.9139	0.9313
0.8900	1.0611
0.8708	1.2061
0.8612	1.3740
0.8469	1.5649
0.8373	1.7634
1.0957	0.7405
1.0431	0.8321
1.0096	0.9466
0.9856	1.0763
0.9713	1.2214
0.9569	1.3893
0.9426	1.5725
0.9378	1.7786
1.2201	0.7557
1.1722	0.8473
1.1388	0.9618
1.1148	1.0916
1.0957	1.2366
1.0861	1.4046
1.0718	1.5878
1.0622	1.7939
1.3349	0.7710
1.2871	0.8626
1.2536	0.9695
1.2297	1.0992
1.2105	1.2443
1.1962	1.4122
1.1866	1.5954
1.1770	1.8015
1.0096	0.6794
0.9569	0.7634
0.9234	0.8702
0.8995	0.9924
0.8852	1.1298
0.8708	1.2824
0.8565	1.4580
0.8469	1.6489
1.1053	0.6947
1.0574	0.7786
1.0239	0.8855
1.0000	1.0000
0.9809	1.1374
0.9665	1.2977
0.9569	1.4656
0.9474	1.6565
1.2344	0.7099
1.1866	0.7939
1.1531	0.8931
1.1292	1.0153
1.1100	1.1527
1.0957	1.3130
1.0861	1.4809
1.0766	1.6718
1.3493	0.7176
1.3014	0.8015
1.2679	0.9084
1.2440	1.0229
1.2249	1.1603
1.2105	1.3206
1.2010	1.4962
1.1914	1.6794
1.0144	0.6718
0.9665	0.7557
0.9330	0.8550
0.9091	0.9695
0.8900	1.1069
0.8756	1.2595
0.8660	1.4275
0.8565	1.6183
1.1148	0.6794
1.0622	0.7634
1.0287	0.8626
1.0048	0.9847
0.9856	1.1221
0.9761	1.2748
0.9617	1.4427
0.9522	1.6260
1.2440	0.6947
1.1962	0.7786
1.1627	0.8779
1.1388	1.0000
1.1196	1.1298
1.1053	1.2824
1.0909	1.4580
1.0861	1.6412
1.3589	0.7023
1.3110	0.7863
1.2775	0.8855
1.2536	1.0076
1.2344	1.1450
1.2201	1.2977
1.2057	1.4656
1.1962	1.6489
1.0335	0.7328
0.9809	0.8244
0.9474	0.9389
0.9234	1.0611
0.9043	1.2137
0.8900	1.3817
0.8756	1.5649
0.8660	1.7710
1.1340	0.7481
1.0813	0.8397
1.0478	0.9466
1.0239	1.0763
1.0048	1.2290
0.9904	1.3969
0.9761	1.5802
0.9665	1.7863
1.2632	0.7634
1.2153	0.8550
1.1818	0.9618
1.1531	1.0916
1.1340	1.2366
1.1196	1.4046
1.1100	1.5954
1.1005	1.8015
1.3828	0.7710
1.3301	0.8626
