  
 Results from TRNSYS Input File: 
 C:\Users\lbarnic\OneDrive - Fraunhofer\A_Bearbeitung\9_Parameterstudie_REP\III
 _kaltes_Nahwaermenetz\III_kaltes_Nahwaermenetz.dck                            
                                                                               
                                                                   
 Initiated at time: 2024-12-30 AT  15:20:44
 TIME                                   ,Strom_Quartier                          ,Netzstrom                               ,sum_PV_Bestand                          ,COP_SB                                  ,COP_FVR                                 ,COP_TV                                  ,COP_SPS_W                               ,COP_SpS_S_TWW                           ,Strom_WP_Winter                         ,Q_WP_Winter                             ,Strom_WP_Sommer                         ,Q_WP_Sommer                             ,Strom_el_Nacherhitzung_SpS              ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,Strom_Quartier                          ,
  +1.0150000000000000E+02,  +3.4615772872837319E+01,  +3.4615772872837319E+01,  +0.0000000000000000E+00,  +3.2960387762456707E+00,  +3.3494765526611983E+00,  +3.2449105601633330E+00,  +3.3494765526611983E+00,  +2.7984600000000004E+00,  +1.5064226792425154E+01,  +5.0457274425198669E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0175000000000000E+02,  +3.4643512142793284E+01,  +3.4643512142793284E+01,  +0.0000000000000000E+00,  +3.3035702825583892E+00,  +3.3570922481705052E+00,  +3.2523644885802012E+00,  +3.3570922481705052E+00,  +2.7984600000000004E+00,  +1.5018184437206644E+01,  +5.0417430555741348E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +4.1475785721206831E-03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0200000000000000E+02,  +3.3605599707581376E+01,  +3.3605599707581376E+01,  +0.0000000000000000E+00,  +3.3060919008774903E+00,  +3.3596419935362491E+00,  +3.2548601900043899E+00,  +3.3596419935362491E+00,  +2.7984600000000004E+00,  +1.4636146957345449E+01,  +4.9172213941465571E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +6.9381585670659808E-03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0225000000000000E+02,  +3.7685074067344445E+01,  +3.7685074067344445E+01,  +0.0000000000000000E+00,  +3.3060919008774903E+00,  +3.3596419935362491E+00,  +3.2548601900043899E+00,  +3.3596419935362491E+00,  +2.7984600000000004E+00,  +1.7599647056285686E+01,  +5.9128513321714017E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.2904974934742720E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0250000000000000E+02,  +4.2895569209253537E+01,  +4.2895569209253537E+01,  +0.0000000000000000E+00,  +3.3060919008774903E+00,  +3.3596419935362491E+00,  +3.2548601900043899E+00,  +3.3596419935362491E+00,  +2.7984600000000004E+00,  +2.0915638410826695E+01,  +7.0269057126633143E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.5957764704251753E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0275000000000000E+02,  +4.3029263692498482E+01,  +4.3029263692498482E+01,  +0.0000000000000000E+00,  +3.3065970363321466E+00,  +3.3601527600806649E+00,  +3.2553601366057321E+00,  +3.3601527600806649E+00,  +2.7984600000000004E+00,  +2.0881866304498875E+01,  +7.0166260698697329E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +9.3039777144885219E-03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0300000000000000E+02,  +4.2206856200710746E+01,  +4.2206856200710746E+01,  +0.0000000000000000E+00,  +3.3081137875760374E+00,  +3.3616864122964110E+00,  +3.2568613143543619E+00,  +3.3616864122964110E+00,  +2.7984600000000004E+00,  +2.0538211321530028E+01,  +6.9043025932459813E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +4.8710164796081264E-03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0325000000000000E+02,  +4.2121926720530212E+01,  +4.2121926720530212E+01,  +0.0000000000000000E+00,  +3.3101391718719486E+00,  +3.3637343479721631E+00,  +3.2588659191504097E+00,  +3.3637343479721631E+00,  +2.7984600000000004E+00,  +2.0213292806003420E+01,  +6.7992147297172323E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +3.4895190355247342E-03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0350000000000000E+02,  +4.2228306618424412E+01,  +4.2228306618424412E+01,  +0.0000000000000000E+00,  +3.3121681584002247E+00,  +3.3657859064356921E+00,  +3.2608741076746632E+00,  +3.3657859064356921E+00,  +2.7984600000000004E+00,  +2.0204788664975570E+01,  +6.8004992931086392E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +6.0195603981549640E-03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0375000000000000E+02,  +4.1591384654517327E+01,  +4.1591384654517327E+01,  +0.0000000000000000E+00,  +3.3121681584002247E+00,  +3.3657859064356921E+00,  +3.2608741076746632E+00,  +3.3657859064356921E+00,  +2.7984600000000004E+00,  +2.0206369167362872E+01,  +6.8010312563746666E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +9.9392741457907524E-03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0400000000000000E+02,  +4.0977732720804013E+01,  +4.0977732720804013E+01,  +0.0000000000000000E+00,  +3.3081145437051913E+00,  +3.3616871782406825E+00,  +3.2568620597172893E+00,  +3.3616871782406825E+00,  +2.7984600000000004E+00,  +1.9919022655621202E+01,  +6.6961523064487466E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +5.9843982549820304E-03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0425000000000000E+02,  +4.0390297796688060E+01,  +4.0390297796688060E+01,  +0.0000000000000000E+00,  +3.3020598934815975E+00,  +3.3555649970125732E+00,  +3.2508696371458443E+00,  +3.3555649970125732E+00,  +2.7984600000000004E+00,  +1.9642368913757082E+01,  +6.5911245585411137E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +4.1383914844491596E-03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0450000000000000E+02,  +4.0344252748020352E+01,  +4.0344252748020352E+01,  +0.0000000000000000E+00,  +3.2960372913033726E+00,  +3.3494750483526410E+00,  +3.2449090964558485E+00,  +3.3494750483526410E+00,  +2.7984600000000004E+00,  +1.9670933670307306E+01,  +6.5887301506494154E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +8.8869354363451530E-03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0475000000000000E+02,  +4.1161243377499275E+01,  +4.1161243377499275E+01,  +0.0000000000000000E+00,  +3.2905442375921439E+00,  +3.3439204188436848E+00,  +3.2394727903458467E+00,  +3.3439204188436848E+00,  +2.7984600000000004E+00,  +1.9992280215461257E+01,  +6.6852594031725516E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.3011482181440579E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0500000000000000E+02,  +4.2145020234690975E+01,  +4.2145020234690975E+01,  +0.0000000000000000E+00,  +3.2860696353339609E+00,  +3.3393955513141349E+00,  +3.2350445143977864E+00,  +3.3393955513141349E+00,  +2.7984600000000004E+00,  +2.0885773682376865E+01,  +6.9745859720683143E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +4.6156384415756291E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0525000000000000E+02,  +4.2426133142544131E+01,  +4.0960365804922695E+01,  +1.4657673376214388E+00,  +3.2821071890833093E+00,  +3.3353885138989567E+00,  +3.2311231663551547E+00,  +3.3353885138989567E+00,  +2.7984600000000004E+00,  +2.1711339409349673E+01,  +7.2415752087306657E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +7.7511068020575014E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0550000000000000E+02,  +4.3078936591954012E+01,  +4.0991172010988436E+01,  +2.0877645809655743E+00,  +3.2781585839994105E+00,  +3.3313953991039944E+00,  +3.2272155860719045E+00,  +3.3313953991039944E+00,  +2.7984600000000004E+00,  +2.2092753471046446E+01,  +7.3599697266982929E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.1920598897405883E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0575000000000000E+02,  +4.1701602010870999E+01,  +3.9017729890230136E+01,  +2.6838721206408658E+00,  +3.2756973621478784E+00,  +3.3289063955589397E+00,  +3.2247799723456576E+00,  +3.3289063955589397E+00,  +2.7984600000000004E+00,  +2.1468871522135753E+01,  +7.1467863715470898E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +7.5738582936685628E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0600000000000000E+02,  +3.8676763619486692E+01,  +3.5394493301006023E+01,  +3.2822703184806699E+00,  +3.2761891771515494E+00,  +3.3294037643588950E+00,  +3.2252666680164710E+00,  +3.3294037643588950E+00,  +2.7984600000000004E+00,  +2.0369083086617614E+01,  +6.7816901905123785E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.1341639049887497E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0625000000000000E+02,  +3.7610410434944555E+01,  +3.5209333897724882E+01,  +2.4010765372196712E+00,  +3.2781583130186815E+00,  +3.3313951245647027E+00,  +3.2272153189909223E+00,  +3.3313951245647027E+00,  +2.7984600000000004E+00,  +2.0282572898300806E+01,  +6.7569264467027480E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +8.7817747084200093E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0650000000000000E+02,  +3.7432115729035971E+01,  +3.4702393749704513E+01,  +2.7297219793314551E+00,  +3.2801308895256978E+00,  +3.3333899457448051E+00,  +3.2291673922767150E+00,  +3.3333899457448051E+00,  +2.7984600000000004E+00,  +2.0416593797602133E+01,  +6.8056468491282700E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +8.0745590109578658E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0675000000000000E+02,  +3.7792426149059978E+01,  +3.4763932952280442E+01,  +3.0284931967795377E+00,  +3.2840871328477697E+00,  +3.3373907490277244E+00,  +3.2330825636527130E+00,  +3.3373907490277244E+00,  +2.7984600000000004E+00,  +2.0796774034784136E+01,  +6.9406961273308553E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +4.0578681593030042E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0700000000000000E+02,  +3.6898779186744228E+01,  +3.3603751815836738E+01,  +3.2950273709074915E+00,  +3.2920413675153646E+00,  +3.3454343485214357E+00,  +3.2409544336860487E+00,  +3.3454343485214357E+00,  +2.7984600000000004E+00,  +2.0746156549617972E+01,  +6.9404904720894919E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +5.6836284098954115E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0725000000000000E+02,  +3.5050071748825857E+01,  +3.3094043679434719E+01,  +1.9560280693911367E+00,  +3.3020613919974817E+00,  +3.3555665150261405E+00,  +3.2508711142787732E+00,  +3.3555665150261405E+00,  +2.7984600000000004E+00,  +2.0243792339675149E+01,  +6.7929391712156615E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +3.1727738092145885E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0750000000000000E+02,  +3.4261682604156739E+01,  +3.2195230251803842E+01,  +2.0664523523528997E+00,  +3.3121704406867285E+00,  +3.3657882183012497E+00,  +3.2608763575116724E+00,  +3.3657882183012497E+00,  +2.7984600000000004E+00,  +2.0045392011921038E+01,  +6.7468544264953820E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.6028882169948500E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0775000000000000E+02,  +3.3938143623867546E+01,  +3.1782188898757639E+01,  +2.1559547251099072E+00,  +3.3223698092664975E+00,  +3.3761007556756337E+00,  +3.2709714577778040E+00,  +3.3761007556756337E+00,  +2.7984600000000004E+00,  +1.9949377246138649E+01,  +6.7351107595946985E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.6831458630299545E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0800000000000000E+02,  +3.3427816080566437E+01,  +3.1203925877286185E+01,  +2.2238902032802508E+00,  +3.3326608199094032E+00,  +3.3865054508995538E+00,  +3.2811577360275384E+00,  +3.3865054508995538E+00,  +2.7984600000000004E+00,  +1.9811265452090190E+01,  +6.7090958442721444E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.6555581349460256E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0825000000000000E+02,  +3.2579625505638326E+01,  +2.9860283413551677E+01,  +2.7193420920866478E+00,  +3.3430448219798472E+00,  +3.3970036548430822E+00,  +3.2914365404751029E+00,  +3.3970036548430822E+00,  +2.7984600000000004E+00,  +1.9417766430627569E+01,  +6.5962223533731162E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.8165704852354592E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0850000000000000E+02,  +3.2398441684985848E+01,  +2.9648660427114486E+01,  +2.7497812578713603E+00,  +3.3535231927596025E+00,  +3.4075967462173602E+00,  +3.3018092473283387E+00,  +3.4075967462173602E+00,  +2.7984600000000004E+00,  +1.9242471748492157E+01,  +6.5570584119341348E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.7339767668126616E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0875000000000000E+02,  +3.2223411155870721E+01,  +2.9468906810466795E+01,  +2.7545043454039253E+00,  +3.3598536449010674E+00,  +3.4139962490906544E+00,  +3.3080761111257790E+00,  +3.4139962490906544E+00,  +2.7984600000000004E+00,  +1.9052250250056197E+01,  +6.5044310890428335E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.0087201683910879E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0900000000000000E+02,  +3.1488002493250200E+01,  +2.8754471559289023E+01,  +2.7335309339611760E+00,  +3.3577396494092016E+00,  +3.4118592159157202E+00,  +3.3059833303990627E+00,  +3.4118592159157202E+00,  +2.7984600000000004E+00,  +1.8783124120100329E+01,  +6.4085375132853159E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.6393032932696575E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0925000000000000E+02,  +3.0747565041003242E+01,  +2.6636437009742330E+01,  +4.1111280312609120E+00,  +3.3514182884331838E+00,  +3.4054688356151255E+00,  +3.2997255357609396E+00,  +3.4054688356151255E+00,  +2.7984600000000004E+00,  +1.8535525919099165E+01,  +6.3122155869228607E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.7734882755745959E-02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0950000000000000E+02,  +3.1054578693275232E+01,  +2.7051972019672132E+01,  +4.0026066736031014E+00,  +3.3451313035062720E+00,  +3.3991130184944551E+00,  +3.2935019490140776E+00,  +3.3991130184944551E+00,  +2.7984600000000004E+00,  +1.8730604975199586E+01,  +6.3667443215477924E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.9252424622034257E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.0975000000000000E+02,  +3.1042526297311987E+01,  +2.7183261875876156E+01,  +3.8592644214358325E+00,  +3.3404377715934457E+00,  +3.3943679764823029E+00,  +3.2888558649367554E+00,  +3.3943679764823029E+00,  +2.7984600000000004E+00,  +1.8740082673830155E+01,  +6.3610736504679927E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.9650154134522744E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.1000000000000000E+02,  +3.1121938502572419E+01,  +2.7440202859404049E+01,  +3.6817356431683708E+00,  +3.3388775001275794E+00,  +3.3927905583361166E+00,  +3.2873113884171365E+00,  +3.3927905583361166E+00,  +2.7984600000000004E+00,  +1.8557932444629198E+01,  +6.2963177980377431E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +2.1580171503771506E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.1025000000000000E+02,  +3.2164129418927004E+01,  +2.9227259395637176E+01,  +2.9368700232898282E+00,  +3.3388775001275794E+00,  +3.3927905583361166E+00,  +3.2873113884171365E+00,  +3.3927905583361166E+00,  +2.7984600000000004E+00,  +1.8893336130964446E+01,  +6.4101132440606790E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +5.1647090588824218E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.1050000000000000E+02,  +3.1780363161431474E+01,  +2.9054604782413691E+01,  +2.7257583790177837E+00,  +3.3388775001275794E+00,  +3.3927905583361166E+00,  +3.2873113884171365E+00,  +3.3927905583361166E+00,  +2.7984600000000004E+00,  +1.8789394274852203E+01,  +6.3748479492573239E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +3.3191321019942177E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.1075000000000000E+02,  +3.1231188304903576E+01,  +2.8745382194808254E+01,  +2.4858061100953206E+00,  +3.3388775001275794E+00,  +3.3927905583361166E+00,  +3.2873113884171365E+00,  +3.3927905583361166E+00,  +2.7984600000000004E+00,  +1.8590941835986616E+01,  +6.3075171931711296E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +1.1305975373693089E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.1100000000000000E+02,  +3.2074980822771117E+01,  +2.9856135610188339E+01,  +2.2188452125827784E+00,  +3.3388775001275794E+00,  +3.3927905583361166E+00,  +3.2873113884171365E+00,  +3.3927905583361166E+00,  +2.7984600000000004E+00,  +1.9006222925212800E+01,  +6.4484133690293433E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +5.1211127528141942E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.1125000000000000E+02,  +3.2216664253595937E+01,  +3.1386397955105458E+01,  +8.3026629849048006E-01,  +3.3388775001275794E+00,  +3.3927905583361166E+00,  +3.2873113884171365E+00,  +3.3927905583361166E+00,  +2.7984600000000004E+00,  +1.9061392547262347E+01,  +6.4671312663090106E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +5.4800556727759187E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +1.1150000000000000E+02,  +3.2199054832503840E+01,  +3.1504201220665390E+01,  +6.9485361183845062E-01,  +3.3388775001275794E+00,  +3.3927905583361166E+00,  +3.2873113884171365E+00,  +3.3927905583361166E+00,  +2.7984600000000004E+00,  +1.8928822644678359E+01,  +6.4221530749283616E+01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +3.4804384344466510E-01,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
