 TIME                                   	Q_Abwaerme                              	Strom_WP_AB                             	
  +2.1250000000000000E+01	  +5.0000000000000000E+00	  +1.6288490349482077E+00	
  +2.1500000000000000E+01	  +5.0000000000000000E+00	  +1.6352106314948749E+00	
  +2.1750000000000000E+01	  +5.0000000000000000E+00	  +1.6410446469643849E+00	
  +2.2000000000000000E+01	  +5.0000000000000000E+00	  +1.6458196168245225E+00	
  +2.2250000000000000E+01	  +5.0000000000000000E+00	  +1.6500651707690976E+00	
  +2.2500000000000000E+01	  +5.0000000000000000E+00	  +1.6543119361865537E+00	
  +2.2750000000000000E+01	  +5.0000000000000000E+00	  +1.6590908417362824E+00	
  +2.3000000000000000E+01	  +5.0000000000000000E+00	  +1.6649338317194704E+00	
  +2.3250000000000000E+01	  +5.0000000000000000E+00	  +1.6713108736953881E+00	
  +2.3500000000000000E+01	  +5.0000000000000000E+00	  +1.6776907066197333E+00	
  +2.3750000000000000E+01	  +5.0000000000000000E+00	  +1.6830097329972373E+00	
  +2.4000000000000000E+01	  +5.0000000000000000E+00	  +1.6862020892689327E+00	
  +2.4250000000000000E+01	  +5.0000000000000000E+00	  +1.6883305793055929E+00	
  +2.4500000000000000E+01	  +5.0000000000000000E+00	  +1.6904593851529408E+00	
  +2.4750000000000000E+01	  +5.0000000000000000E+00	  +1.6920562499168688E+00	
  +2.5000000000000000E+01	  +5.0000000000000000E+00	  +1.6925885777682628E+00	
  +2.5250000000000000E+01	  +5.0000000000000000E+00	  +1.6925885777682628E+00	
  +2.5500000000000000E+01	  +5.0000000000000000E+00	  +1.6925885777682628E+00	
  +2.5750000000000000E+01	  +5.0000000000000000E+00	  +1.6947177365931401E+00	
  +2.6000000000000000E+01	  +5.0000000000000000E+00	  +1.7011071271864842E+00	
  +2.6250000000000000E+01	  +5.0000000000000000E+00	  +1.7096319211393087E+00	
  +2.6500000000000000E+01	  +5.0000000000000000E+00	  +1.7181618803556045E+00	
  +2.6750000000000000E+01	  +5.0000000000000000E+00	  +1.7245635954320260E+00	
  +2.7000000000000000E+01	  +5.0000000000000000E+00	  +1.7266981536977151E+00	
  +2.7250000000000000E+01	  +5.0000000000000000E+00	  +1.7266981536977151E+00	
  +2.7500000000000000E+01	  +5.0000000000000000E+00	  +1.7266981536977151E+00	
  +2.7750000000000000E+01	  +5.0000000000000000E+00	  +1.7261645352133765E+00	
  +2.8000000000000000E+01	  +5.0000000000000000E+00	  +1.7245638027357861E+00	
  +2.8250000000000000E+01	  +5.0000000000000000E+00	  +1.7224298484826013E+00	
  +2.8500000000000000E+01	  +5.0000000000000000E+00	  +1.7202962212224373E+00	
  +2.8750000000000000E+01	  +5.0000000000000000E+00	  +1.7202962212224373E+00	
  +2.9000000000000000E+01	  +5.0000000000000000E+00	  +1.7245632499255454E+00	
  +2.9250000000000000E+01	  +5.0000000000000000E+00	  +1.7309670833248796E+00	
  +2.9500000000000000E+01	  +5.0000000000000000E+00	  +1.7373738844007098E+00	
  +2.9750000000000000E+01	  +5.0000000000000000E+00	  +1.7453858178990540E+00	
  +3.0000000000000000E+01	  +5.0000000000000000E+00	  +1.7566104419874442E+00	
  +3.0250000000000000E+01	  +5.0000000000000000E+00	  +1.7694512239982292E+00	
  +3.0500000000000000E+01	  +5.0000000000000000E+00	  +1.7823043146852646E+00	
  +3.0750000000000000E+01	  +5.0000000000000000E+00	  +1.7983852072484057E+00	
  +3.1000000000000000E+01	  +5.0000000000000000E+00	  +1.8209317480078466E+00	
  +3.1250000000000000E+01	  +5.0000000000000000E+00	  +1.8467523432209290E+00	
  +3.1500000000000000E+01	  +5.0000000000000000E+00	  +1.8726255417006676E+00	
  +3.1750000000000000E+01	  +5.0000000000000000E+00	  +1.8904523487589175E+00	
  +3.2000000000000000E+01	  +5.0000000000000000E+00	  +1.8920742318880925E+00	
  +3.2250000000000000E+01	  +5.0000000000000000E+00	  +1.8855908478601373E+00	
  +3.2500000000000000E+01	  +5.0000000000000000E+00	  +1.8791108534648080E+00	
  +3.2750000000000000E+01	  +5.0000000000000000E+00	  +1.8699352615076108E+00	
  +3.3000000000000000E+01	  +5.0000000000000000E+00	  +1.8553760340655949E+00	
  +3.3250000000000000E+01	  +5.0000000000000000E+00	  +1.8381449191510455E+00	
  +3.3500000000000000E+01	  +5.0000000000000000E+00	  +1.8209370217481160E+00	
  +3.3750000000000000E+01	  +5.0000000000000000E+00	  +1.7999912672770830E+00	
  +3.4000000000000000E+01	  +5.0000000000000000E+00	  +1.7715797895827401E+00	
  +3.4250000000000000E+01	  +5.0000000000000000E+00	  +1.7394953336606713E+00	
  +3.4500000000000000E+01	  +5.0000000000000000E+00	  +1.7074856709167721E+00	
  +3.4750000000000000E+01	  +5.0000000000000000E+00	  +1.6840705272403145E+00	
  +3.5000000000000000E+01	  +5.0000000000000000E+00	  +1.6776912730382014E+00	
  +3.5250000000000000E+01	  +5.0000000000000000E+00	  +1.6798185069305616E+00	
  +3.5500000000000000E+01	  +5.0000000000000000E+00	  +1.6819460537918522E+00	
  +3.5750000000000000E+01	  +5.0000000000000000E+00	  +1.6798179411487368E+00	
  +3.6000000000000000E+01	  +5.0000000000000000E+00	  +1.6691820389630931E+00	
  +3.6250000000000000E+01	  +5.0000000000000000E+00	  +1.6543087100111908E+00	
  +3.6500000000000000E+01	  +5.0000000000000000E+00	  +1.6394502922912890E+00	
  +3.6750000000000000E+01	  +5.0000000000000000E+00	  +1.6320301526468588E+00	
  +3.7000000000000000E+01	  +5.0000000000000000E+00	  +1.6394502922912890E+00	
  +3.7250000000000000E+01	  +5.0000000000000000E+00	  +1.6543087100111908E+00	
  +3.7500000000000000E+01	  +5.0000000000000000E+00	  +1.6691820389630931E+00	
  +3.7750000000000000E+01	  +5.0000000000000000E+00	  +1.6861964504113633E+00	
  +3.8000000000000000E+01	  +5.0000000000000000E+00	  +1.7074929207388110E+00	
  +3.8250000000000000E+01	  +5.0000000000000000E+00	  +1.7309593690127090E+00	
  +3.8500000000000000E+01	  +5.0000000000000000E+00	  +1.7544657121096607E+00	
  +3.8750000000000000E+01	  +5.0000000000000000E+00	  +1.7790826168353659E+00	
  +3.9000000000000000E+01	  +5.0000000000000000E+00	  +1.8058919278424341E+00	
  +3.9250000000000000E+01	  +5.0000000000000000E+00	  +1.8338339007516138E+00	
  +3.9500000000000000E+01	  +5.0000000000000000E+00	  +1.8618369621875854E+00	
  +3.9750000000000000E+01	  +5.0000000000000000E+00	  +1.8866653549151184E+00	
  +4.0000000000000000E+01	  +5.0000000000000000E+00	  +1.9050486976578620E+00	
  +4.0250000000000000E+01	  +5.0000000000000000E+00	  +1.9202059504790685E+00	
  +4.0500000000000000E+01	  +5.0000000000000000E+00	  +1.9353821392871371E+00	
  +4.0750000000000000E+01	  +5.0000000000000000E+00	  +1.9522052419073697E+00	
  +4.1000000000000000E+01	  +5.0000000000000000E+00	  +1.9723155635124940E+00	
  +4.1250000000000000E+01	  +5.0000000000000000E+00	  +1.9940969132286908E+00	
  +4.1500000000000000E+01	  +5.0000000000000000E+00	  +2.0159189377274593E+00	
  +4.1750000000000000E+01	  +5.0000000000000000E+00	  +2.0328635504145729E+00	
  +4.2000000000000000E+01	  +5.0000000000000000E+00	  +2.0399767786403351E+00	
  +4.2250000000000000E+01	  +5.0000000000000000E+00	  +2.0421658122489075E+00	
  +4.2500000000000000E+01	  +5.0000000000000000E+00	  +2.0443552653857680E+00	
  +4.2750000000000000E+01	  +5.0000000000000000E+00	  +2.0476400535582924E+00	
  +4.3000000000000000E+01	  +5.0000000000000000E+00	  +2.0531168072993489E+00	
  +4.3250000000000000E+01	  +5.0000000000000000E+00	  +2.0596927560992371E+00	
  +4.3500000000000000E+01	  +5.0000000000000000E+00	  +2.0662725218138114E+00	
  +4.3750000000000000E+01	  +5.0000000000000000E+00	  +2.0750505600563907E+00	
  +4.4000000000000000E+01	  +5.0000000000000000E+00	  +2.0882304829396507E+00	
  +4.4250000000000000E+01	  +5.0000000000000000E+00	  +2.1036283562650184E+00	
  +4.4500000000000000E+01	  +5.0000000000000000E+00	  +2.1190475636860997E+00	
  +4.4750000000000000E+01	  +5.0000000000000000E+00	  +2.1328339826027678E+00	
  +4.5000000000000000E+01	  +5.0000000000000000E+00	  +2.1433232137287019E+00	
  +4.5250000000000000E+01	  +5.0000000000000000E+00	  +2.1521633477751543E+00	
  +4.5500000000000000E+01	  +5.0000000000000000E+00	  +2.1610106434460854E+00	
  +4.5750000000000000E+01	  +5.0000000000000000E+00	  +2.1709719413224993E+00	
  +4.6000000000000000E+01	  +5.0000000000000000E+00	  +2.1831593080975424E+00	
  +4.6250000000000000E+01	  +5.0000000000000000E+00	  +2.1964710120759618E+00	
  +4.6500000000000000E+01	  +5.0000000000000000E+00	  +2.2097992227190497E+00	
  +4.6750000000000000E+01	  +5.0000000000000000E+00	  +2.2203638392790839E+00	
  +4.7000000000000000E+01	  +5.0000000000000000E+00	  +2.2253717809765781E+00	
  +4.7250000000000000E+01	  +5.0000000000000000E+00	  +2.2275980083901139E+00	
  +4.7500000000000000E+01	  +5.0000000000000000E+00	  +2.2298247018788504E+00	
  +4.7750000000000000E+01	  +5.0000000000000000E+00	  +2.2353926407638491E+00	
  +4.8000000000000000E+01	  +5.0000000000000000E+00	  +2.2476524241547176E+00	
  +4.8250000000000000E+01	  +5.0000000000000000E+00	  +2.2632787426834482E+00	
  +4.8500000000000000E+01	  +5.0000000000000000E+00	  +2.2789283174103550E+00	
  +4.8750000000000000E+01	  +5.0000000000000000E+00	  +2.2912426536350172E+00	
  +4.9000000000000000E+01	  +5.0000000000000000E+00	  +2.2968448814714542E+00	
  +4.9250000000000000E+01	  +5.0000000000000000E+00	  +2.2990862878380849E+00	
  +4.9500000000000000E+01	  +5.0000000000000000E+00	  +2.3013281772905025E+00	
  +4.9750000000000000E+01	  +5.0000000000000000E+00	  +2.3069342000971460E+00	
  +5.0000000000000000E+01	  +5.0000000000000000E+00	  +2.3192781405908520E+00	
  +5.0250000000000000E+01	  +5.0000000000000000E+00	  +2.3350122531590611E+00	
  +5.0500000000000000E+01	  +5.0000000000000000E+00	  +2.3507704477042100E+00	
  +5.0750000000000000E+01	  +5.0000000000000000E+00	  +2.3631706643226367E+00	
  +5.1000000000000000E+01	  +5.0000000000000000E+00	  +2.3688120964900530E+00	
  +5.1250000000000000E+01	  +5.0000000000000000E+00	  +2.3710692213002362E+00	
  +5.1500000000000000E+01	  +5.0000000000000000E+00	  +2.3733268459034709E+00	
  +5.1750000000000000E+01	  +5.0000000000000000E+00	  +2.3738913702415041E+00	
  +5.2000000000000000E+01	  +5.0000000000000000E+00	  +2.3710690610253251E+00	
  +5.2250000000000000E+01	  +5.0000000000000000E+00	  +2.3665553104561692E+00	
  +5.2500000000000000E+01	  +5.0000000000000000E+00	  +2.3620435549126970E+00	
  +5.2750000000000000E+01	  +5.0000000000000000E+00	  +2.3541516429250167E+00	
  +5.3000000000000000E+01	  +5.0000000000000000E+00	  +2.3395113199726949E+00	
  +5.3250000000000000E+01	  +5.0000000000000000E+00	  +2.3215235893905293E+00	
  +5.3500000000000000E+01	  +5.0000000000000000E+00	  +2.3035671119343801E+00	
  +5.3750000000000000E+01	  +5.0000000000000000E+00	  +2.2867618827306400E+00	
  +5.4000000000000000E+01	  +5.0000000000000000E+00	  +2.2722192142771065E+00	
  +5.4250000000000000E+01	  +5.0000000000000000E+00	  +2.2588124351997938E+00	
  +5.4500000000000000E+01	  +5.0000000000000000E+00	  +2.2454227040708696E+00	
  +5.4750000000000000E+01	  +5.0000000000000000E+00	  +2.2326070904193345E+00	
  +5.5000000000000000E+01	  +5.0000000000000000E+00	  +2.2209193756635730E+00	
  +5.5250000000000000E+01	  +5.0000000000000000E+00	  +2.2097998422737253E+00	
  +5.5500000000000000E+01	  +5.0000000000000000E+00	  +2.1986918530191715E+00	
  +5.5750000000000000E+01	  +5.0000000000000000E+00	  +2.1875953403083690E+00	
  +5.6000000000000000E+01	  +5.0000000000000000E+00	  +2.1765102363136202E+00	
  +5.6250000000000000E+01	  +5.0000000000000000E+00	  +2.1654364729648119E+00	
  +5.6500000000000000E+01	  +5.0000000000000000E+00	  +2.1543739819430607E+00	
  +5.6750000000000000E+01	  +5.0000000000000000E+00	  +2.1444278400372068E+00	
  +5.7000000000000000E+01	  +5.0000000000000000E+00	  +2.1366981964936556E+00	
  +5.7250000000000000E+01	  +5.0000000000000000E+00	  +2.1300767692257150E+00	
  +5.7500000000000000E+01	  +5.0000000000000000E+00	  +2.1234593206836352E+00	
  +5.7750000000000000E+01	  +5.0000000000000000E+00	  +2.1146412865981024E+00	
  +5.8000000000000000E+01	  +5.0000000000000000E+00	  +2.1014273583863803E+00	
  +5.8250000000000000E+01	  +5.0000000000000000E+00	  +2.0860325170929706E+00	
  +5.8500000000000000E+01	  +5.0000000000000000E+00	  +2.0706587896809330E+00	
  +5.8750000000000000E+01	  +5.0000000000000000E+00	  +2.0553059822054052E+00	
  +5.9000000000000000E+01	  +5.0000000000000000E+00	  +2.0399738995049130E+00	
  +5.9250000000000000E+01	  +5.0000000000000000E+00	  +2.0246623451589678E+00	
  +5.9500000000000000E+01	  +5.0000000000000000E+00	  +2.0093711214444161E+00	
  +5.9750000000000000E+01	  +5.0000000000000000E+00	  +1.9941000292905120E+00	
  +6.0000000000000000E+01	  +5.0000000000000000E+00	  +1.9788488682326266E+00	
  +6.0250000000000000E+01	  +5.0000000000000000E+00	  +1.9636174363645826E+00	
  +6.0500000000000000E+01	  +5.0000000000000000E+00	  +1.9484055302895291E+00	
  +6.0750000000000000E+01	  +5.0000000000000000E+00	  +1.9353836421806567E+00	
  +6.1000000000000000E+01	  +5.0000000000000000E+00	  +1.9267102147250046E+00	
  +6.1250000000000000E+01	  +5.0000000000000000E+00	  +1.9202084717460592E+00	
  +6.1500000000000000E+01	  +5.0000000000000000E+00	  +1.9137102068795575E+00	
  +6.1750000000000000E+01	  +5.0000000000000000E+00	  +1.9066741197340633E+00	
  +6.2000000000000000E+01	  +5.0000000000000000E+00	  +1.8985605768481058E+00	
  +6.2250000000000000E+01	  +5.0000000000000000E+00	  +1.8899122790900582E+00	
  +6.2500000000000000E+01	  +5.0000000000000000E+00	  +1.8812700271492122E+00	
  +6.2750000000000000E+01	  +5.0000000000000000E+00	  +1.8758726363590121E+00	
  +6.3000000000000000E+01	  +5.0000000000000000E+00	  +1.8769519269186397E+00	
  +6.3250000000000000E+01	  +5.0000000000000000E+00	  +1.8812707966166098E+00	
  +6.3500000000000000E+01	  +5.0000000000000000E+00	  +1.8855911678532138E+00	
  +6.3750000000000000E+01	  +5.0000000000000000E+00	  +1.8893728401319467E+00	
  +6.4000000000000000E+01	  +5.0000000000000000E+00	  +1.8920747424025590E+00	
  +6.4250000000000000E+01	  +5.0000000000000000E+00	  +1.8942366260661536E+00	
  +6.4500000000000000E+01	  +5.0000000000000000E+00	  +1.8963988888327945E+00	
  +6.4750000000000000E+01	  +5.0000000000000000E+00	  +1.8980208828002458E+00	
  +6.5000000000000000E+01	  +5.0000000000000000E+00	  +1.8985615949508261E+00	
  +6.5250000000000000E+01	  +5.0000000000000000E+00	  +1.8985615949508261E+00	
  +6.5500000000000000E+01	  +5.0000000000000000E+00	  +1.8985615949508261E+00	
  +6.5750000000000000E+01	  +5.0000000000000000E+00	  +1.9001836832641612E+00	
  +6.6000000000000000E+01	  +5.0000000000000000E+00	  +1.9050512356596097E+00	
  +6.6250000000000000E+01	  +5.0000000000000000E+00	  +1.9115448886609219E+00	
  +6.6500000000000000E+01	  +5.0000000000000000E+00	  +1.9180419978120586E+00	
  +6.6750000000000000E+01	  +5.0000000000000000E+00	  +1.9234592221587725E+00	
  +6.7000000000000000E+01	  +5.0000000000000000E+00	  +1.9267107175601990E+00	
  +6.7250000000000000E+01	  +5.0000000000000000E+00	  +1.9288787405009178E+00	
  +6.7500000000000000E+01	  +5.0000000000000000E+00	  +1.9310471523291926E+00	
  +6.7750000000000000E+01	  +5.0000000000000000E+00	  +1.9359267996331730E+00	
  +6.8000000000000000E+01	  +5.0000000000000000E+00	  +1.9462347931683088E+00	
  +6.8250000000000000E+01	  +5.0000000000000000E+00	  +1.9592699998430130E+00	
  +6.8500000000000000E+01	  +5.0000000000000000E+00	  +1.9723195091863401E+00	
  +6.8750000000000000E+01	  +5.0000000000000000E+00	  +1.9859277123868873E+00	
  +6.9000000000000000E+01	  +5.0000000000000000E+00	  +2.0006423308070027E+00	
  +6.9250000000000000E+01	  +5.0000000000000000E+00	  +2.0159220263082762E+00	
  +6.9500000000000000E+01	  +5.0000000000000000E+00	  +2.0312219388541792E+00	
  +6.9750000000000000E+01	  +5.0000000000000000E+00	  +2.0465422669323328E+00	
  +7.0000000000000000E+01	  +5.0000000000000000E+00	  +2.0618832077021771E+00	
  +7.0250000000000000E+01	  +5.0000000000000000E+00	  +2.0772449570393556E+00	
  +7.0500000000000000E+01	  +5.0000000000000000E+00	  +2.0926277095788137E+00	
  +7.0750000000000000E+01	  +5.0000000000000000E+00	  +2.1014301700426090E+00	
  +7.1000000000000000E+01	  +5.0000000000000000E+00	  +2.0970280747307446E+00	
  +7.1250000000000000E+01	  +5.0000000000000000E+00	  +2.0860339311527487E+00	
  +7.1500000000000000E+01	  +5.0000000000000000E+00	  +2.0750505600563907E+00	
  +7.1750000000000000E+01	  +5.0000000000000000E+00	  +2.0673698183156515E+00	
  +7.2000000000000000E+01	  +5.0000000000000000E+00	  +2.0662729967586353E+00	
  +7.2250000000000000E+01	  +5.0000000000000000E+00	  +2.0684671024534480E+00	
  +7.2500000000000000E+01	  +5.0000000000000000E+00	  +2.0706616345259730E+00	
  +7.2750000000000000E+01	  +5.0000000000000000E+00	  +2.0728565935436212E+00	
  +7.3000000000000000E+01	  +5.0000000000000000E+00	  +2.0750519800733049E+00	
  +7.3250000000000000E+01	  +5.0000000000000000E+00	  +2.0772477946814303E+00	
  +7.3500000000000000E+01	  +5.0000000000000000E+00	  +2.0794440379338974E+00	
  +7.3750000000000000E+01	  +5.0000000000000000E+00	  +2.0788948630543911E+00	
  +7.4000000000000000E+01	  +5.0000000000000000E+00	  +2.0728557052831751E+00	
  +7.4250000000000000E+01	  +5.0000000000000000E+00	  +2.0640784255943903E+00	
  +7.4500000000000000E+01	  +5.0000000000000000E+00	  +2.0553079497285194E+00	
  +7.4750000000000000E+01	  +5.0000000000000000E+00	  +2.0481875057024932E+00	
  +7.5000000000000000E+01	  +5.0000000000000000E+00	  +2.0443552653857680E+00	
  +7.5250000000000000E+01	  +5.0000000000000000E+00	  +2.0421658122489075E+00	
  +7.5500000000000000E+01	  +5.0000000000000000E+00	  +2.0399767786403351E+00	
  +7.5750000000000000E+01	  +5.0000000000000000E+00	  +2.0377881639858200E+00	
  +7.6000000000000000E+01	  +5.0000000000000000E+00	  +2.0355999677105885E+00	
  +7.6250000000000000E+01	  +5.0000000000000000E+00	  +2.0334121892393169E+00	
  +7.6500000000000000E+01	  +5.0000000000000000E+00	  +2.0312248279961440E+00	
  +7.6750000000000000E+01	  +5.0000000000000000E+00	  +2.0279443863660274E+00	
  +7.7000000000000000E+01	  +5.0000000000000000E+00	  +2.0224790605615612E+00	
  +7.7250000000000000E+01	  +5.0000000000000000E+00	  +2.0159244487121222E+00	
  +7.7500000000000000E+01	  +5.0000000000000000E+00	  +2.0093735502602357E+00	
  +7.7750000000000000E+01	  +5.0000000000000000E+00	  +2.0039175977879471E+00	
  +7.8000000000000000E+01	  +5.0000000000000000E+00	  +2.0006452557299585E+00	
  +7.8250000000000000E+01	  +5.0000000000000000E+00	  +1.9984640834235587E+00	
  +7.8500000000000000E+01	  +5.0000000000000000E+00	  +1.9962833190546949E+00	
  +7.8750000000000000E+01	  +5.0000000000000000E+00	  +1.9946480589486326E+00	
  +7.9000000000000000E+01	  +5.0000000000000000E+00	  +1.9941030231365033E+00	
  +7.9250000000000000E+01	  +5.0000000000000000E+00	  +1.9941030231365033E+00	
  +7.9500000000000000E+01	  +5.0000000000000000E+00	  +1.9941030231365033E+00	
  +7.9750000000000000E+01	  +5.0000000000000000E+00	  +1.9935579821978799E+00	
  +8.0000000000000000E+01	  +5.0000000000000000E+00	  +1.9919230117866085E+00	
  +8.0250000000000000E+01	  +5.0000000000000000E+00	  +1.9897434677144050E+00	
  +8.0500000000000000E+01	  +5.0000000000000000E+00	  +1.9875643292337697E+00	
